rank,score,priority,sla_hours,owner,product,scanner,title,severity,cve,cwe,endpoint,parameter,epss_score,epss_percentile,epss_trend,kev,kev_date,exploit_available,exploit_source,escalation_potential,package,fixed_version,description,remediation_summary
478,26.0,P4,720,appsec-legacy,bwapp,trivy,libxml2: Heap-based buffer-overread in xmlNextChar,medium,CVE-2016-1762,CWE-119,raesene/bwapp:latest (ubuntu 14.04),,,,,False,,False,,0.0,libxml2,2.9.1+dfsg1-3ubuntu4.8,The xmlNextChar function in libxml2 before 2.9.4 allows remote attackers to cause a denial of service (heap-based buffer over-read) via a crafted XML document.,"[first_aid] Apply the vendor security patch for CVE-2016-1762; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package libxml2 from 2.9.1+dfsg1-3ubuntu4.7 to 2.9.1+dfsg1-3ubuntu4.8 (fixed version) in the image and rebuild/r | [scanner_guidance] Upgrade libxml2 from 2.9.1+dfsg1-3ubuntu4.7 to 2.9.1+dfsg1-3ubuntu4.8"
479,26.0,P4,720,appsec-legacy,bwapp,trivy,libxml2: Inappropriate fetch of entities content,low,CVE-2016-4449,CWE-20,raesene/bwapp:latest (ubuntu 14.04),,,,,False,,False,,0.0,libxml2,2.9.1+dfsg1-3ubuntu4.8,"XML external entity (XXE) vulnerability in the xmlStringLenDecodeEntities function in parser.c in libxml2 before 2.9.4, when not in validating mode, allows context-dependent attackers to read arbitrary files or cause a denial of service (resource consumption) via unspecified vectors.","[first_aid] Apply the vendor security patch for CVE-2016-4449; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package libxml2 from 2.9.1+dfsg1-3ubuntu4.7 to 2.9.1+dfsg1-3ubuntu4.8 (fixed version) in the image and rebuild/r | [scanner_guidance] Upgrade libxml2 from 2.9.1+dfsg1-3ubuntu4.7 to 2.9.1+dfsg1-3ubuntu4.8"
480,26.0,P4,720,appsec-legacy,bwapp,trivy,ntp: replay attack on authenticated broadcast mode,low,CVE-2015-7973,CWE-254,raesene/bwapp:latest (ubuntu 14.04),,,,,False,,False,,0.0,ntpdate,1:4.2.6.p5+dfsg-3ubuntu2.14.04.10,"NTP before 4.2.8p6 and 4.3.x before 4.3.90, when configured in broadcast mode, allows man-in-the-middle attackers to conduct replay attacks by sniffing the network.","[first_aid] Apply the vendor security patch for CVE-2015-7973; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package ntpdate from 1:4.2.6.p5+dfsg-3ubuntu2.14.04.6 to 1:4.2.6.p5+dfsg-3ubuntu2.14.04.10 (fixed version) in th | [scanner_guidance] Upgrade ntpdate from 1:4.2.6.p5+dfsg-3ubuntu2.14.04.6 to 1:4.2.6.p5+dfsg-3ubuntu2.14.04.10"
481,26.0,P4,720,appsec-legacy,bwapp,trivy,openssh: Improper validation of object names allows malicious server to overwrite files via scp client,low,CVE-2019-6111,CWE-22,raesene/bwapp:latest (ubuntu 14.04),,,,,False,,False,,0.798,openssh-client,1:6.6p1-2ubuntu2.13,"An issue was discovered in OpenSSH 7.9. Due to the scp implementation being derived from 1983 rcp, the server chooses which files/directories are sent to the client. However, the scp client only performs cursory validation of the object name returned (only directory traversal attacks are prevented). A malicious scp server (or Man-in-The-Middle attacker) can overwrite arbitrary files in the scp client target directory. If recursive operation (-r) is performed, the server can manipulate subdirectories as well (for example, to overwrite the .ssh/authorized_keys file).","[first_aid] Apply the vendor security patch for CVE-2019-6111; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package openssh-client from 1:6.6p1-2ubuntu2.6 to 1:6.6p1-2ubuntu2.13 (fixed version) in the image and rebuild/r | [scanner_guidance] Upgrade openssh-client from 1:6.6p1-2ubuntu2.6 to 1:6.6p1-2ubuntu2.13"
482,25.3,P4,720,appsec-legacy,bwapp,trivy,busybox: Integer overflow in the get_next_block function,low,CVE-2017-15873,CWE-190,raesene/bwapp:latest (ubuntu 14.04),,,,,False,,False,,0.0,busybox-initramfs,1:1.21.0-1ubuntu1.4,The get_next_block function in archival/libarchive/decompress_bunzip2.c in BusyBox 1.27.2 has an Integer Overflow that may lead to a write access violation.,"[first_aid] Apply the vendor security patch for CVE-2017-15873; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package busybox-initramfs from 1:1.21.0-1ubuntu1 to 1:1.21.0-1ubuntu1.4 (fixed version) in the image and rebuild | [scanner_guidance] Upgrade busybox-initramfs from 1:1.21.0-1ubuntu1 to 1:1.21.0-1ubuntu1.4"
483,25.3,P4,720,appsec-legacy,bwapp,trivy,git: Mishandling layers of tree objects,low,CVE-2017-15298,CWE-400,raesene/bwapp:latest (ubuntu 14.04),,,,,False,,False,,0.0,git,1:1.9.1-1ubuntu0.10,"Git through 2.14.2 mishandles layers of tree objects, which allows remote attackers to cause a denial of service (memory consumption) via a crafted repository, aka a Git bomb. This can also have an impact of disk consumption; however, an affected process typically would not survive its attempt to build the data structure in memory before writing to disk.","[first_aid] Apply the vendor security patch for CVE-2017-15298; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package git from 1:1.9.1-1ubuntu0.2 to 1:1.9.1-1ubuntu0.10 (fixed version) in the image and rebuild/redeploy. | [scanner_guidance] Upgrade git from 1:1.9.1-1ubuntu0.2 to 1:1.9.1-1ubuntu0.10"
484,25.3,P4,720,appsec-legacy,bwapp,trivy,php: exif: Buffer over-read in exif_process_IFD_in_MAKERNOTE(),low,CVE-2018-14851,CWE-125,raesene/bwapp:latest (ubuntu 14.04),,,,,False,,False,,0.0,libapache2-mod-php5,5.5.9+dfsg-1ubuntu4.26,"exif_process_IFD_in_MAKERNOTE in ext/exif/exif.c in PHP before 5.6.37, 7.0.x before 7.0.31, 7.1.x before 7.1.20, and 7.2.x before 7.2.8 allows remote attackers to cause a denial of service (out-of-bounds read and application crash) via a crafted JPEG file.","[first_aid] Apply the vendor security patch for CVE-2018-14851; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package libapache2-mod-php5 from 5.5.9+dfsg-1ubuntu4.14 to 5.5.9+dfsg-1ubuntu4.26 (fixed version) in the image a | [scanner_guidance] Upgrade libapache2-mod-php5 from 5.5.9+dfsg-1ubuntu4.14 to 5.5.9+dfsg-1ubuntu4.26"
485,25.3,P4,720,appsec-legacy,bwapp,trivy,glibc: LD_POINTER_GUARD in the environment is not sanitized,low,CVE-2015-8777,CWE-254,raesene/bwapp:latest (ubuntu 14.04),,,,,False,,False,,0.0,libc-bin,2.19-0ubuntu6.8,The process_envvars function in elf/rtld.c in the GNU C Library (aka glibc or libc6) before 2.23 allows local users to bypass a pointer-guarding protection mechanism via a zero value of the LD_POINTER_GUARD environment variable.,"[first_aid] Apply the vendor security patch for CVE-2015-8777; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package libc-bin from 2.19-0ubuntu6.6 to 2.19-0ubuntu6.8 (fixed version) in the image and rebuild/redeploy. | [scanner_guidance] Upgrade libc-bin from 2.19-0ubuntu6.6 to 2.19-0ubuntu6.8"
486,25.3,P4,720,appsec-legacy,bwapp,trivy,mysql: unspecified vulnerability in subcomponent: Server: DML (CPU April 2016),medium,CVE-2016-0646,,raesene/bwapp:latest (ubuntu 14.04),,,,,False,,False,,,libmysqlclient18,5.5.49-0ubuntu0.14.04.1,"Unspecified vulnerability in Oracle MySQL 5.5.47 and earlier, 5.6.28 and earlier, and 5.7.10 and earlier and MariaDB before 5.5.48, 10.0.x before 10.0.24, and 10.1.x before 10.1.12 allows local users to affect availability via vectors related to DML.","[first_aid] Apply the vendor security patch for CVE-2016-0646; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package libmysqlclient18 from 5.5.47-0ubuntu0.14.04.1 to 5.5.49-0ubuntu0.14.04.1 (fixed version) in the image an | [scanner_guidance] Upgrade libmysqlclient18 from 5.5.47-0ubuntu0.14.04.1 to 5.5.49-0ubuntu0.14.04.1"
487,25.3,P4,720,appsec-legacy,bwapp,trivy,mysql: unspecified vulnerability in subcomponent: Server: FTS (CPU April 2016),medium,CVE-2016-0647,,raesene/bwapp:latest (ubuntu 14.04),,,,,False,,False,,,libmysqlclient18,5.5.49-0ubuntu0.14.04.1,"Unspecified vulnerability in Oracle MySQL 5.5.48 and earlier, 5.6.29 and earlier, and 5.7.11 and earlier and MariaDB before 5.5.49, 10.0.x before 10.0.25, and 10.1.x before 10.1.14 allows local users to affect availability via vectors related to FTS.","[first_aid] Apply the vendor security patch for CVE-2016-0647; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package libmysqlclient18 from 5.5.47-0ubuntu0.14.04.1 to 5.5.49-0ubuntu0.14.04.1 (fixed version) in the image an | [scanner_guidance] Upgrade libmysqlclient18 from 5.5.47-0ubuntu0.14.04.1 to 5.5.49-0ubuntu0.14.04.1"
488,25.3,P4,720,appsec-legacy,bwapp,trivy,mysql: unspecified vulnerability in subcomponent: Server: Replication (CPU April 2016),medium,CVE-2016-0650,,raesene/bwapp:latest (ubuntu 14.04),,,,,False,,False,,,libmysqlclient18,5.5.49-0ubuntu0.14.04.1,"Unspecified vulnerability in Oracle MySQL 5.5.47 and earlier, 5.6.28 and earlier, and 5.7.10 and earlier and MariaDB before 5.5.48, 10.0.x before 10.0.24, and 10.1.x before 10.1.12 allows local users to affect availability via vectors related to Replication.","[first_aid] Apply the vendor security patch for CVE-2016-0650; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package libmysqlclient18 from 5.5.47-0ubuntu0.14.04.1 to 5.5.49-0ubuntu0.14.04.1 (fixed version) in the image an | [scanner_guidance] Upgrade libmysqlclient18 from 5.5.47-0ubuntu0.14.04.1 to 5.5.49-0ubuntu0.14.04.1"
489,25.3,P4,720,appsec-legacy,bwapp,trivy,libxml2: Heap-based buffer overread in htmlCurrentChar,medium,CVE-2016-1833,CWE-125,raesene/bwapp:latest (ubuntu 14.04),,,,,False,,False,,0.0,libxml2,2.9.1+dfsg1-3ubuntu4.8,"The htmlCurrentChar function in libxml2 before 2.9.4, as used in Apple iOS before 9.3.2, OS X before 10.11.5, tvOS before 9.2.1, and watchOS before 2.2.1, allows remote attackers to cause a denial of service (heap-based buffer over-read) via a crafted XML document.","[first_aid] Apply the vendor security patch for CVE-2016-1833; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package libxml2 from 2.9.1+dfsg1-3ubuntu4.7 to 2.9.1+dfsg1-3ubuntu4.8 (fixed version) in the image and rebuild/r | [scanner_guidance] Upgrade libxml2 from 2.9.1+dfsg1-3ubuntu4.7 to 2.9.1+dfsg1-3ubuntu4.8"
490,25.3,P4,720,appsec-legacy,bwapp,trivy,libxml2: Heap-based buffer overread in xmlPArserPrintFileContextInternal,medium,CVE-2016-1838,CWE-125,raesene/bwapp:latest (ubuntu 14.04),,,,,False,,False,,0.0,libxml2,2.9.1+dfsg1-3ubuntu4.8,"The xmlPArserPrintFileContextInternal function in libxml2 before 2.9.4, as used in Apple iOS before 9.3.2, OS X before 10.11.5, tvOS before 9.2.1, and watchOS before 2.2.1, allows remote attackers to cause a denial of service (heap-based buffer over-read) via a crafted XML document.","[first_aid] Apply the vendor security patch for CVE-2016-1838; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package libxml2 from 2.9.1+dfsg1-3ubuntu4.7 to 2.9.1+dfsg1-3ubuntu4.8 (fixed version) in the image and rebuild/r | [scanner_guidance] Upgrade libxml2 from 2.9.1+dfsg1-3ubuntu4.7 to 2.9.1+dfsg1-3ubuntu4.8"
491,25.3,P4,720,appsec-legacy,bwapp,trivy,openssh: missing sanitisation of input for X11 forwarding,low,CVE-2016-3115,CWE-93,raesene/bwapp:latest (ubuntu 14.04),,,,,False,,False,,0.0,openssh-client,1:6.6p1-2ubuntu2.7,"Multiple CRLF injection vulnerabilities in session.c in sshd in OpenSSH before 7.2p2 allow remote authenticated users to bypass intended shell-command restrictions via crafted X11 forwarding data, related to the (1) do_authenticated1 and (2) session_x11_req functions.","[first_aid] Apply the vendor security patch for CVE-2016-3115; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package openssh-client from 1:6.6p1-2ubuntu2.6 to 1:6.6p1-2ubuntu2.7 (fixed version) in the image and rebuild/re | [scanner_guidance] Upgrade openssh-client from 1:6.6p1-2ubuntu2.6 to 1:6.6p1-2ubuntu2.7"
492,25.3,P4,720,appsec-node,nodegoat,trivy,marked is an application that is meant to parse and compile markdown.  ...,medium,CVE-2016-10531,CWE-79,Node.js,,,,,False,,False,,0.456,marked,0.3.6,"marked is an application that is meant to parse and compile markdown. Due to the way that marked 0.3.5 and earlier parses input, specifically HTML entities, it's possible to bypass marked's content injection protection (`sanitize: true`) to inject a `javascript:` URL. This flaw exists because `&#xNNanything;` gets parsed to what it could and leaves the rest behind, resulting in just `anything;` being left.","[first_aid] Apply the vendor security patch for CVE-2016-10531; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package marked from 0.3.5 to 0.3.6 (fixed version) in the image and rebuild/redeploy. | [scanner_guidance] Upgrade marked from 0.3.5 to 0.3.6"
493,25.3,P4,720,appsec-node,nodegoat,trivy,marked version 0.3.6 and earlier is vulnerable to an XSS attack in the ...,medium,CVE-2017-1000427,CWE-79,Node.js,,,,,False,,False,,0.456,marked,0.3.7,marked version 0.3.6 and earlier is vulnerable to an XSS attack in the data: URI parser.,"[first_aid] Apply the vendor security patch for CVE-2017-1000427; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package marked from 0.3.5 to 0.3.7 (fixed version) in the image and rebuild/redeploy. | [scanner_guidance] Upgrade marked from 0.3.5 to 0.3.7"
494,25.3,P4,720,appsec-node,nodegoat,trivy,Vercel ms Inefficient Regular Expression Complexity vulnerability,medium,CVE-2017-20162,CWE-1333,Node.js,,,,,False,,False,,0.0,ms,2.0.0,"A vulnerability, which was classified as problematic, has been found in vercel ms up to 1.x. This issue affects the function parse of the file index.js. The manipulation of the argument str leads to inefficient regular expression complexity. The attack may be initiated remotely. The exploit has been disclosed to the public and may be used. Upgrading to version 2.0.0 is able to address this issue. The patch is named caae2988ba2a37765d055c4eee63d383320ee662. It is recommended to upgrade the affected component. The associated identifier of this vulnerability is VDB-217451.","[first_aid] Apply the vendor security patch for CVE-2017-20162; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package ms from 0.7.1 to 2.0.0 (fixed version) in the image and rebuild/redeploy. | [scanner_guidance] Upgrade ms from 0.7.1 to 2.0.0"
495,25.0,P4,720,appsec-node,nodegoat,trivy,Incorrect parsing of certain JSON input may result in js-bson not corr ...,medium,CVE-2019-2391,CWE-502,Node.js,,,,,False,,False,,0.912,bson,1.1.4,Incorrect parsing of certain JSON input may result in js-bson not correctly serializing BSON. This may cause unexpected application behaviour including data disclosure. This issue affects: MongoDB Inc. js-bson library version 1.1.3 and prior to.,"[first_aid] Apply the vendor security patch for CVE-2019-2391; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package bson from 1.0.9 to 1.1.4 (fixed version) in the image and rebuild/redeploy. | [scanner_guidance] Upgrade bson from 1.0.9 to 1.1.4"
496,24.7,P4,720,appsec-legacy,bwapp,trivy,krb5: xdr_nullstring() doesn't check for terminating null character,medium,CVE-2015-8629,CWE-125,raesene/bwapp:latest (ubuntu 14.04),,,,,False,,False,,0.0,krb5-locales,1.12+dfsg-2ubuntu5.4,"The xdr_nullstring function in lib/kadm5/kadm_rpc_xdr.c in kadmind in MIT Kerberos 5 (aka krb5) before 1.13.4 and 1.14.x before 1.14.1 does not verify whether '\0' characters exist as expected, which allows remote authenticated users to obtain sensitive information or cause a denial of service (out-of-bounds read) via a crafted string.","[first_aid] Apply the vendor security patch for CVE-2015-8629; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package krb5-locales from 1.12+dfsg-2ubuntu5.2 to 1.12+dfsg-2ubuntu5.4 (fixed version) in the image and rebuild/ | [scanner_guidance] Upgrade krb5-locales from 1.12+dfsg-2ubuntu5.2 to 1.12+dfsg-2ubuntu5.4"
